frame,timestamp,nose_x,nose_y,nose_z,nose_visibility,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_visibility,left_eye_x,left_eye_y,left_eye_z,left_eye_visibility,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_visibility,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_visibility,right_eye_x,right_eye_y,right_eye_z,right_eye_visibility,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_visibility,left_ear_x,left_ear_y,left_ear_z,left_ear_visibility,right_ear_x,right_ear_y,right_ear_z,right_ear_visibility,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_visibility,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_visibility,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_visibility,left_index_x,left_index_y,left_index_z,left_index_visibility,right_index_x,right_index_y,right_index_z,right_index_visibility,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_visibility,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_visibility,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility,left_heel_x,left_heel_y,left_heel_z,left_heel_visibility,right_heel_x,right_heel_y,right_heel_z,right_heel_visibility,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_visibility,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_visibility,label
0,0.0,0.5206878185272217,0.35585635900497437,-0.40151673555374146,0.9999596476554871,0.5200698971748352,0.34907612204551697,-0.37860268354415894,0.9999109506607056,0.523762047290802,0.34900328516960144,-0.3786146640777588,0.999921977519989,0.5280483961105347,0.3489871621131897,-0.37858763337135315,0.9999039173126221,0.517544686794281,0.34934118390083313,-0.3800358176231384,0.9999186992645264,0.5140566825866699,0.3495006263256073,-0.3800554871559143,0.9999260902404785,0.5102304816246033,0.34977075457572937,-0.3800729513168335,0.999902069568634,0.5347342491149902,0.35246801376342773,-0.22526687383651733,0.9998571872711182,0.5079320669174194,0.353505402803421,-0.2340005338191986,0.9998369216918945,0.523375928401947,0.3631795346736908,-0.3433658480644226,0.9999439120292664,0.5166988968849182,0.3633211553096771,-0.345887690782547,0.9999462366104126,0.5781718492507935,0.3982570469379425,-0.11020276695489883,0.9999212622642517,0.4732426702976227,0.39662837982177734,-0.14438758790493011,0.9998783469200134,0.5938200354576111,0.4541465938091278,-0.040124304592609406,0.9923334121704102,0.45563846826553345,0.4512828290462494,-0.09354446828365326,0.9876124858856201,0.6002525091171265,0.5022541284561157,-0.140144482254982,0.9033483862876892,0.4451614320278168,0.5011178255081177,-0.20368434488773346,0.8060401678085327,0.6006075739860535,0.5176838040351868,-0.17256775498390198,0.8111332654953003,0.4434932768344879,0.5164625644683838,-0.2422810047864914,0.7025533318519592,0.5946916341781616,0.5153307914733887,-0.21781237423419952,0.7990415692329407,0.4495307207107544,0.5150227546691895,-0.2779035270214081,0.6881420612335205,0.591633677482605,0.5100013017654419,-0.160922110080719,0.7482343316078186,0.4533379077911377,0.5096863508224487,-0.2207041084766388,0.6182096600532532,0.5430653095245361,0.5070720911026001,0.0030818588566035032,0.9997417330741882,0.4964618980884552,0.5038155913352966,-0.0031751859933137894,0.9997119903564453,0.5381373167037964,0.577795684337616,0.05089368671178818,0.9948875308036804,0.49710801243782043,0.5766271948814392,0.020983316004276276,0.9948427081108093,0.5249183177947998,0.643652617931366,0.28904345631599426,0.9912079572677612,0.49831703305244446,0.6482289433479309,0.2598981261253357,0.9915400147438049,0.5208424925804138,0.6522922515869141,0.30647265911102295,0.9811845421791077,0.4999920129776001,0.6564407348632812,0.2705974876880646,0.9684862494468689,0.5340673923492432,0.6667876839637756,0.1511484980583191,0.9080128073692322,0.5046422481536865,0.6686815023422241,0.10512948781251907,0.8880288004875183,caminarFrente
1,0.01660652920962199,0.5198355317115784,0.35768377780914307,-0.3952479958534241,0.9999562501907349,0.5218703746795654,0.3510796129703522,-0.37308046221733093,0.999886691570282,0.5271861553192139,0.35092368721961975,-0.37310391664505005,0.9998985528945923,0.532272458076477,0.35072293877601624,-0.37307557463645935,0.9998776316642761,0.5141425132751465,0.35143572092056274,-0.3731933832168579,0.9998936057090759,0.5097294449806213,0.35156089067459106,-0.37321460247039795,0.9999009370803833,0.5054118633270264,0.3518492579460144,-0.37324297428131104,0.9998756051063538,0.5400125980377197,0.35385432839393616,-0.2254190891981125,0.9997686743736267,0.503451406955719,0.3553929924964905,-0.22875410318374634,0.9997544884681702,0.5263838768005371,0.3648761212825775,-0.3395785987377167,0.9999290108680725,0.5127609968185425,0.3651205897331238,-0.3404764235019684,0.9999296069145203,0.5862065553665161,0.3994493782520294,-0.1175948828458786,0.9999040365219116,0.4678204357624054,0.3985171616077423,-0.14103685319423676,0.9998721480369568,0.6010613441467285,0.45310071110725403,-0.047076329588890076,0.9905650615692139,0.4495009779930115,0.45202988386154175,-0.09242086112499237,0.9873289465904236,0.6084933280944824,0.5007713437080383,-0.16280542314052582,0.9084588885307312,0.43831145763397217,0.5008846521377563,-0.1980476975440979,0.8215417861938477,0.609740674495697,0.5169475078582764,-0.19550973176956177,0.8202477693557739,0.43480852246284485,0.51649409532547,-0.23525528609752655,0.7240443229675293,0.6038767099380493,0.5153743028640747,-0.24082794785499573,0.8101586699485779,0.4414767622947693,0.5151571035385132,-0.2708333432674408,0.7114629745483398,0.6007091403007507,0.5100476741790771,-0.18377839028835297,0.7633547186851501,0.445770263671875,0.5099717378616333,-0.21503280103206635,0.6473877429962158,0.5486894249916077,0.5061619281768799,0.008555412292480469,0.9996655583381653,0.489668071269989,0.5025994777679443,-0.008644304238259792,0.9996610283851624,0.5433593988418579,0.5773025155067444,0.04048614203929901,0.9920487403869629,0.48926642537117004,0.5755656361579895,0.004213778767734766,0.9933385252952576,0.5256861448287964,0.6404994130134583,0.2785606384277344,0.9884040951728821,0.49259594082832336,0.6456857919692993,0.24019870162010193,0.9895020723342896,0.5202632546424866,0.6489063501358032,0.294728547334671,0.9698421359062195,0.4938604235649109,0.6540043950080872,0.2545062303543091,0.9453078508377075,0.5388392210006714,0.6658152341842651,0.14087842404842377,0.9133026003837585,0.5005032420158386,0.6682597398757935,0.07689406722784042,0.894996166229248,caminarFrente
2,0.03321305841924398,0.5194920897483826,0.358467698097229,-0.40010327100753784,0.999955415725708,0.523059070110321,0.35200896859169006,-0.37739601731300354,0.9998747110366821,0.5287493467330933,0.3518659472465515,-0.3774145245552063,0.9998865723609924,0.5337043404579163,0.35165834426879883,-0.37738221883773804,0.9998651146888733,0.5133233666419983,0.3523276448249817,-0.37788018584251404,0.9998807907104492,0.5089926719665527,0.35235798358917236,-0.3779104948043823,0.9998884201049805,0.504824161529541,0.352609783411026,-0.37793952226638794,0.9998635053634644,0.5411055684089661,0.35471516847610474,-0.22859083116054535,0.9997202157974243,0.5029075145721436,0.35600054264068604,-0.23317907750606537,0.999711811542511,0.527626633644104,0.3656560778617859,-0.3440837860107422,0.9999226331710815,0.5117043852806091,0.36577537655830383,-0.34542420506477356,0.9999216794967651,0.5867875218391418,0.40053457021713257,-0.12075373530387878,0.9998946785926819,0.4673709571361542,0.3991640508174896,-0.14310458302497864,0.9998701810836792,0.601837158203125,0.4529125392436981,-0.05038003623485565,0.9893969893455505,0.449540913105011,0.45231959223747253,-0.09285672754049301,0.9872327446937561,0.6085667014122009,0.5006725788116455,-0.16894786059856415,0.9138397574424744,0.43836525082588196,0.5002707839012146,-0.20210789144039154,0.8361948132514954,0.610166609287262,0.5170764327049255,-0.20200636982917786,0.8298389315605164,0.4337759017944336,0.5164158344268799,-0.24060554802417755,0.7447668313980103,0.6035924553871155,0.5160009860992432,-0.24735550582408905,0.8214759230613708,0.44030845165252686,0.5151105523109436,-0.27700740098953247,0.7337901592254639,0.6003222465515137,0.511247992515564,-0.18976403772830963,0.7782949209213257,0.4446122944355011,0.5099106431007385,-0.21938876807689667,0.6750328540802002,0.5505637526512146,0.5055944919586182,0.007374834734946489,0.9995983242988586,0.48924916982650757,0.501994252204895,-0.00746506080031395,0.9996142387390137,0.5442085862159729,0.5778132677078247,0.03191699832677841,0.9897428750991821,0.48783552646636963,0.5747532248497009,0.0014823646051809192,0.992013156414032,0.5254886150360107,0.640935480594635,0.26405417919158936,0.9860607385635376,0.4921015501022339,0.6447190642356873,0.22669437527656555,0.9875534176826477,0.5191082954406738,0.6488904356956482,0.27893105149269104,0.9581817388534546,0.49321848154067993,0.6537438631057739,0.24030956625938416,0.9227860569953918,0.5387623310089111,0.6652275323867798,0.11833353340625763,0.918224036693573,0.49898281693458557,0.667842447757721,0.06434859335422516,0.9013535380363464,caminarFrente
3,0.04981958762886598,0.5196828842163086,0.3597177267074585,-0.4158381521701813,0.9999567866325378,0.5243831276893616,0.3533065617084503,-0.39378783106803894,0.9998735189437866,0.5300717949867249,0.35311052203178406,-0.393804132938385,0.9998846054077148,0.5349541902542114,0.35289260745048523,-0.39377692341804504,0.9998636245727539,0.5136843919754028,0.3535608947277069,-0.3948485553264618,0.9998788833618164,0.5094936490058899,0.35351747274398804,-0.394881933927536,0.9998862147331238,0.5053455829620361,0.3536951243877411,-0.39490169286727905,0.9998624920845032,0.5415956377983093,0.35559162497520447,-0.24288606643676758,0.9997062087059021,0.5029456615447998,0.3567887544631958,-0.24985915422439575,0.9997034072875977,0.52889484167099,0.36687278747558594,-0.35837656259536743,0.9999226331710815,0.5121741890907288,0.3669457733631134,-0.3604258596897125,0.9999210834503174,0.5862085223197937,0.4011490046977997,-0.1268678605556488,0.9998939037322998,0.4674651622772217,0.3995651602745056,-0.15358056128025055,0.9998739361763,0.6020384430885315,0.45262211561203003,-0.05147472769021988,0.988716721534729,0.45024222135543823,0.45260217785835266,-0.10051792860031128,0.9874701499938965,0.6078484058380127,0.5005314946174622,-0.17188212275505066,0.9195049405097961,0.43906429409980774,0.5001643896102905,-0.21334391832351685,0.8501904606819153,0.6095210909843445,0.5171788930892944,-0.20542499423027039,0.8399779796600342,0.4341595470905304,0.5164098739624023,-0.25229376554489136,0.7648863196372986,0.6026998162269592,0.5163131952285767,-0.2513915002346039,0.8330855369567871,0.4405204951763153,0.5151073932647705,-0.2896876633167267,0.7552871108055115,0.5993711352348328,0.5118317604064941,-0.1928209662437439,0.7932153940200806,0.44461503624916077,0.5099362134933472,-0.23077529668807983,0.7014483213424683,0.5512621998786926,0.5044734477996826,0.00712960958480835,0.9995612502098083,0.4893207550048828,0.5012689828872681,-0.007222765125334263,0.9995885491371155,0.5448129773139954,0.5779556035995483,0.025374848395586014,0.987997829914093,0.4910963177680969,0.5752376914024353,-0.000466316967504099,0.990859866142273,0.5259889364242554,0.6413335204124451,0.25609105825424194,0.9844120740890503,0.49287763237953186,0.6451054811477661,0.2205982357263565,0.9860591292381287,0.5191476941108704,0.6487816572189331,0.2708383798599243,0.9483524560928345,0.4946523904800415,0.6537215113639832,0.23351141810417175,0.9039403796195984,0.5404663681983948,0.6648464798927307,0.10212638974189758,0.9231207966804504,0.4990620017051697,0.6677504181861877,0.058671195060014725,0.9075637459754944,caminarFrente
4,0.06642611683848797,0.5198729634284973,0.35977810621261597,-0.4171770215034485,0.9999585747718811,0.525998055934906,0.353397011756897,-0.3948240280151367,0.9998746514320374,0.5315669775009155,0.35329341888427734,-0.39484137296676636,0.9998847842216492,0.5362585186958313,0.35319963097572327,-0.3948182463645935,0.9998646378517151,0.5145118832588196,0.353769987821579,-0.39586639404296875,0.9998796582221985,0.5103782415390015,0.35388121008872986,-0.3959023356437683,0.9998868107795715,0.5063498616218567,0.3540729284286499,-0.39592063426971436,0.9998648166656494,0.5421673655509949,0.3559545874595642,-0.24442695081233978,0.999701201915741,0.5033175349235535,0.3572174310684204,-0.25068891048431396,0.9997038245201111,0.5301658511161804,0.36700913310050964,-0.3599468767642975,0.9999244213104248,0.5130504965782166,0.36708322167396545,-0.3618341386318207,0.9999225735664368,0.5868039727210999,0.40162786841392517,-0.131049245595932,0.9998941421508789,0.46827515959739685,0.3998006284236908,-0.15480098128318787,0.9998783469200134,0.6026349067687988,0.45254284143447876,-0.05626602843403816,0.9879963397979736,0.4506893455982208,0.4526827931404114,-0.10373249650001526,0.98773592710495,0.606690526008606,0.5002790093421936,-0.17769035696983337,0.9238851070404053,0.44059380888938904,0.5000694394111633,-0.21994704008102417,0.8627123832702637,0.6084243059158325,0.5170961618423462,-0.21197237074375153,0.8476296067237854,0.4347105920314789,0.5164051651954651,-0.25991347432136536,0.7827686667442322,0.6022531390190125,0.5163431763648987,-0.2564171552658081,0.8421635031700134,0.4411424398422241,0.5151299238204956,-0.2973858416080475,0.7744126915931702,0.5989511609077454,0.5119871497154236,-0.1980973333120346,0.8050773739814758,0.4454040229320526,0.5100937485694885,-0.23748014867305756,0.7249597907066345,0.5513752102851868,0.503416121006012,0.004042516928166151,0.9995364546775818,0.48987218737602234,0.5004217624664307,-0.0041436729952692986,0.9995689392089844,0.5442633628845215,0.5770410299301147,0.008089869283139706,0.9866906404495239,0.49169212579727173,0.5742273926734924,-0.0026688307989388704,0.9896789789199829,0.5268070101737976,0.6410515308380127,0.24019956588745117,0.9832121133804321,0.49274805188179016,0.6438763737678528,0.21849562227725983,0.984737753868103,0.5192493796348572,0.6481543183326721,0.2538222670555115,0.938006579875946,0.4953458607196808,0.6526825428009033,0.2310282588005066,0.8865492343902588,0.5401135087013245,0.6649560928344727,0.08182079344987869,0.9278367161750793,0.4968331754207611,0.6676197648048401,0.05593124404549599,0.9134162664413452,caminarFrente
5,0.08303264604810996,0.5203624963760376,0.3600420653820038,-0.3956380784511566,0.9999601244926453,0.5276557207107544,0.35350126028060913,-0.37301456928253174,0.9998759031295776,0.5329807996749878,0.3534787595272064,-0.37303444743156433,0.9998852014541626,0.5375414490699768,0.353446364402771,-0.3730076551437378,0.999865710735321,0.5153080821037292,0.3538569211959839,-0.3755030930042267,0.9998806715011597,0.511307418346405,0.3540840744972229,-0.3755354583263397,0.9998876452445984,0.5072621703147888,0.3543583154678345,-0.3755553960800171,0.9998670220375061,0.5425020456314087,0.35621488094329834,-0.2233922928571701,0.9996950030326843,0.5034599304199219,0.35749369859695435,-0.23609064519405365,0.9997072219848633,0.5315955877304077,0.3672730326652527,-0.33857157826423645,0.9999256730079651,0.5140225887298584,0.36733877658843994,-0.3423241972923279,0.999923825263977,0.5862736105918884,0.4018625020980835,-0.12663324177265167,0.999893844127655,0.4685359597206116,0.39976468682289124,-0.14921382069587708,0.999882698059082,0.6029582023620605,0.4525565505027771,-0.03660573065280914,0.9869101047515869,0.45131754875183105,0.4526776969432831,-0.1029706746339798,0.987960696220398,0.606957733631134,0.49998539686203003,-0.15943372249603271,0.9274653792381287,0.4409323036670685,0.4998326897621155,-0.21559113264083862,0.8737796545028687,0.6088634133338928,0.5167797803878784,-0.1913134902715683,0.8539674282073975,0.43488505482673645,0.5163223147392273,-0.25469282269477844,0.7984230518341064,0.6031148433685303,0.5162664651870728,-0.23527610301971436,0.849930465221405,0.4416097402572632,0.5151222944259644,-0.28997379541397095,0.7912104725837708,0.5998877286911011,0.5119520425796509,-0.17929647862911224,0.8153682947158813,0.44586434960365295,0.5101861357688904,-0.2319592982530594,0.7456151843070984,0.5513116717338562,0.5025679469108582,0.010271135717630386,0.9995121955871582,0.4904831647872925,0.49975860118865967,-0.010359213687479496,0.9995515942573547,0.5438600182533264,0.5760146975517273,0.014785993844270706,0.9849001169204712,0.4926788806915283,0.573111891746521,-0.015483538620173931,0.9884120225906372,0.5273306369781494,0.6404236555099487,0.22559243440628052,0.9819687604904175,0.4928770661354065,0.6434892416000366,0.19437505304813385,0.983346700668335,0.5192688703536987,0.6475786566734314,0.23706673085689545,0.9295899271965027,0.4944614768028259,0.6518319845199585,0.20546522736549377,0.8693875074386597,0.5407633781433105,0.6647554039955139,0.07074429839849472,0.9319093823432922,0.4975294768810272,0.6670837998390198,0.030435023829340935,0.9184207916259766,caminarFrente
6,0.09963917525773196,0.5204071998596191,0.360259085893631,-0.3859877288341522,0.9999615550041199,0.5282756686210632,0.3535030484199524,-0.3635159730911255,0.9998767971992493,0.5333573818206787,0.35349929332733154,-0.36353355646133423,0.9998851418495178,0.5378533005714417,0.3535041809082031,-0.3635023832321167,0.9998660087585449,0.5156421065330505,0.35377681255340576,-0.36592578887939453,0.9998809695243835,0.5116406679153442,0.35402292013168335,-0.36596089601516724,0.9998882412910461,0.5073944330215454,0.35433119535446167,-0.36599233746528625,0.9998692274093628,0.5425029993057251,0.3562960624694824,-0.21488657593727112,0.9996875524520874,0.5036877393722534,0.3572942614555359,-0.22753556072711945,0.9997107982635498,0.5316389203071594,0.3674319088459015,-0.32931166887283325,0.9999276995658875,0.5143176317214966,0.36747822165489197,-0.33299314975738525,0.9999260902404785,0.5860753059387207,0.40191391110420227,-0.11366892606019974,0.9998956322669983,0.4683041274547577,0.39959096908569336,-0.14121896028518677,0.9998871684074402,0.6034883260726929,0.45253986120224,-0.026046205312013626,0.9858716726303101,0.45181334018707275,0.4526270031929016,-0.09749605506658554,0.9882340431213379,0.6085730195045471,0.4998188614845276,-0.150472491979599,0.9307862520217896,0.44122493267059326,0.4996805787086487,-0.20819619297981262,0.8841541409492493,0.610823929309845,0.5167067646980286,-0.18146048486232758,0.8600006699562073,0.4353141188621521,0.5162513256072998,-0.2465963065624237,0.8134243488311768,0.6045398116111755,0.5162718296051025,-0.22479857504367828,0.8572216033935547,0.44216880202293396,0.5151137709617615,-0.28171032667160034,0.8072248101234436,0.6012970209121704,0.5120325684547424,-0.16985291242599487,0.8250718116760254,0.4463516175746918,0.510276734828949,-0.22421857714653015,0.7652281522750854,0.552593469619751,0.5022203326225281,0.011633384972810745,0.999502956867218,0.49123474955558777,0.4995728135108948,-0.011742389760911465,0.9995374083518982,0.5456058382987976,0.5762827396392822,-0.0025269105099141598,0.9835284948348999,0.4936530292034149,0.573788046836853,-0.026621777564287186,0.9870749711990356,0.527344822883606,0.6404309868812561,0.22370120882987976,0.9808076620101929,0.4941629469394684,0.6427266597747803,0.1942041665315628,0.9818418622016907,0.5192620754241943,0.6472398042678833,0.23675408959388733,0.920422375202179,0.4951119124889374,0.6500637531280518,0.20661687850952148,0.8517054915428162,0.5403189659118652,0.6646371483802795,0.07348386943340302,0.9354931116104126,0.49903401732444763,0.6667002439498901,0.03367125242948532,0.9228066205978394,caminarFrente
7,0.11624570446735395,0.5204663872718811,0.3602752983570099,-0.3759380280971527,0.9999632835388184,0.5285957455635071,0.35346415638923645,-0.35285982489585876,0.9998798370361328,0.5335854887962341,0.3534640073776245,-0.35288047790527344,0.9998872876167297,0.538077712059021,0.35349082946777344,-0.3528495728969574,0.9998689293861389,0.5157404541969299,0.35365593433380127,-0.3554629981517792,0.9998833537101746,0.5116603970527649,0.3538471460342407,-0.35549551248550415,0.9998906254768372,0.5071729421615601,0.3541291058063507,-0.3555280864238739,0.999873161315918,0.542701244354248,0.35635310411453247,-0.2041558176279068,0.9996867775917053,0.5034772157669067,0.3571375608444214,-0.21740397810935974,0.9997183084487915,0.5315840244293213,0.3675571084022522,-0.31934407353401184,0.9999305009841919,0.514333963394165,0.36760810017585754,-0.32324808835983276,0.9999291300773621,0.5858834981918335,0.40209898352622986,-0.09657996892929077,0.9998980760574341,0.468344509601593,0.39949047565460205,-0.13418662548065186,0.9998917579650879,0.6038228273391724,0.45257842540740967,-0.019697468727827072,0.9847874045372009,0.45178911089897156,0.4526230990886688,-0.09468676894903183,0.988364577293396,0.6078751683235168,0.49985310435295105,-0.14674197137355804,0.9334539175033569,0.441112220287323,0.49965620040893555,-0.20326390862464905,0.8931636810302734,0.6098852753639221,0.5167261362075806,-0.17826789617538452,0.8648699522018433,0.43526771664619446,0.5161988139152527,-0.24134984612464905,0.8263205885887146,0.6037973761558533,0.5165372490882874,-0.22192704677581787,0.8632938265800476,0.44200801849365234,0.5151113867759705,-0.2771509289741516,0.8210826516151428,0.6007882952690125,0.5125353932380676,-0.16636201739311218,0.8332114815711975,0.4461013078689575,0.5103928446769714,-0.21934369206428528,0.7822055816650391,0.553197979927063,0.5020819902420044,0.014114787802100182,0.9995015859603882,0.4915376305580139,0.49946972727775574,-0.014234093017876148,0.9995303750038147,0.546420693397522,0.5762644410133362,-0.0052759842947125435,0.9820328950881958,0.494951069355011,0.5738974213600159,-0.03165186196565628,0.9856573939323425,0.5272567868232727,0.6407743096351624,0.21661190688610077,0.979742169380188,0.49421292543411255,0.6428912281990051,0.1868893951177597,0.9803927540779114,0.5191705226898193,0.6479750275611877,0.22948016226291656,0.9124664068222046,0.4949195384979248,0.6502802968025208,0.19891831278800964,0.8351078629493713,0.5398191809654236,0.6642783880233765,0.06418146193027496,0.9387639760971069,0.4981905519962311,0.6668738126754761,0.025170162320137024,0.926753580570221,caminarFrente
8,0.13285223367697593,0.5206717848777771,0.3601642847061157,-0.361463338136673,0.9999651908874512,0.529100239276886,0.3533638119697571,-0.3382166922092438,0.9998847842216492,0.5341367721557617,0.3533865809440613,-0.33824318647384644,0.9998913407325745,0.5384995341300964,0.35341864824295044,-0.3382161557674408,0.9998739361763,0.51593416929245,0.35348573327064514,-0.34050312638282776,0.9998878836631775,0.5118932127952576,0.3536425828933716,-0.3405293822288513,0.9998946785926819,0.5073923468589783,0.3538822829723358,-0.3405563533306122,0.9998787045478821,0.5430215001106262,0.3563045263290405,-0.19175513088703156,0.9996953010559082,0.503534734249115,0.35696396231651306,-0.20356294512748718,0.9997301697731018,0.5317866206169128,0.36760231852531433,-0.3054243326187134,0.9999337196350098,0.5144674181938171,0.36765769124031067,-0.30898433923721313,0.9999327063560486,0.5859081745147705,0.40215495228767395,-0.08461298048496246,0.9999004602432251,0.468732088804245,0.39951270818710327,-0.12574061751365662,0.9998955726623535,0.6037052869796753,0.4527739882469177,-0.02050553448498249,0.9839775562286377,0.4518463909626007,0.4526273012161255,-0.08422470837831497,0.9881957173347473,0.6071364283561707,0.5005829334259033,-0.1497810184955597,0.936388373374939,0.4415516257286072,0.49975860118865967,-0.1992754340171814,0.9009807109832764,0.6093906164169312,0.5171195268630981,-0.18360058963298798,0.870381236076355,0.4360148012638092,0.5162087678909302,-0.23692265152931213,0.837520182132721,0.6029446125030518,0.5171793699264526,-0.2284417301416397,0.869720995426178,0.44274553656578064,0.5152162313461304,-0.27223527431488037,0.8331810832023621,0.5999518036842346,0.513310432434082,-0.17051441967487335,0.8415091037750244,0.44659510254859924,0.5107312202453613,-0.2147609293460846,0.7970296144485474,0.5533153414726257,0.5020326375961304,0.012429585680365562,0.9994983673095703,0.4913642704486847,0.49954545497894287,-0.012533263303339481,0.9995267987251282,0.546317994594574,0.5759768486022949,-0.0021818235982209444,0.9811961054801941,0.4944361746311188,0.574286162853241,-0.029227208346128464,0.9848479628562927,0.5274530053138733,0.6405649781227112,0.2115226686000824,0.9791594743728638,0.49477919936180115,0.6441560387611389,0.17913800477981567,0.9797713160514832,0.5196176767349243,0.6481062769889832,0.22351111471652985,0.906487762928009,0.4960930347442627,0.6522649526596069,0.18991824984550476,0.8236966729164124,0.5396663546562195,0.6642115116119385,0.05906417593359947,0.9420421123504639,0.49619051814079285,0.6672711968421936,0.016363073140382767,0.9308587908744812,caminarFrente
9,0.14945876288659793,0.5207400321960449,0.3601321876049042,-0.3680340647697449,0.9999673366546631,0.5293017625808716,0.3533112108707428,-0.34449341893196106,0.9998911023139954,0.5343142151832581,0.3533422350883484,-0.3445170819759369,0.9998968243598938,0.5386147499084473,0.35336577892303467,-0.34448906779289246,0.9998805522918701,0.5160018801689148,0.35341325402259827,-0.3464071452617645,0.9998937249183655,0.5119662284851074,0.35355839133262634,-0.3464379906654358,0.9998999834060669,0.5074295997619629,0.3537718951702118,-0.34646645188331604,0.9998854398727417,0.5431866645812988,0.35626092553138733,-0.1943567395210266,0.9997093081474304,0.503670334815979,0.3568600118160248,-0.20527313649654388,0.9997451305389404,0.5318340063095093,0.3676752746105194,-0.31136059761047363,0.9999377727508545,0.5145244002342224,0.3677594065666199,-0.3144567310810089,0.9999369978904724,0.5867101550102234,0.40225526690483093,-0.08580921590328217,0.9999043345451355,0.4694974720478058,0.39947590231895447,-0.12211307883262634,0.9999001622200012,0.6038898229598999,0.45309096574783325,-0.026694752275943756,0.9836786985397339,0.452041894197464,0.4526315927505493,-0.082428477704525,0.9881004691123962,0.6062462329864502,0.5014725923538208,-0.16229157149791718,0.9396552443504333,0.4421716630458832,0.499808669090271,-0.20040936768054962,0.908151388168335,0.6080150604248047,0.5176458954811096,-0.1989186704158783,0.8764739036560059,0.43677958846092224,0.5162104368209839,-0.240548238158226,0.8478589653968811,0.6014406681060791,0.5177963972091675,-0.24341310560703278,0.8765139579772949,0.4440300762653351,0.5152407288551331,-0.27736034989356995,0.8443095088005066,0.5985787510871887,0.5139296650886536,-0.18320970237255096,0.8500062227249146,0.44773319363594055,0.5108547806739807,-0.21690623462200165,0.8106356859207153,0.5532307624816895,0.5019257068634033,0.012098373845219612,0.9995018243789673,0.4916287064552307,0.499576598405838,-0.0122018838301301,0.9995278120040894,0.5464101433753967,0.5758704543113708,-0.006125665735453367,0.9805464148521423,0.49475783109664917,0.574539303779602,-0.030681753531098366,0.9840832948684692,0.5276854038238525,0.6403945684432983,0.21256914734840393,0.9787159562110901,0.49620506167411804,0.6445589065551758,0.1812877207994461,0.9791758060455322,0.520092248916626,0.6482299566268921,0.22500082850456238,0.901487410068512,0.49764466285705566,0.6529254913330078,0.19234392046928406,0.8136395215988159,0.5398150682449341,0.6641005873680115,0.060729753226041794,0.9450384974479675,0.4971104562282562,0.6676470637321472,0.017684299498796463,0.9345071315765381,caminarFrente
